id,period,yield
659,200410,-0.18
659,200411,1.05
659,200412,2.24
660,200401,0.0
660,200402,0.0
660,200403,0.0
660,200404,0.0
660,200405,0.0
660,200406,0.0
660,200407,0.0
660,200408,0.0
660,200409,0.0
660,200410,0.0
660,200411,0.0
660,200412,0.0
661,200401,0.0
661,200402,1.75
661,200403,1.27
661,200404,0.55
661,200405,0.2
661,200406,0.65
661,200407,0.27
661,200408,0.92
661,200409,0.67
661,200410,-0.03
661,200411,0.15
661,200412,1.47
662,200401,0.77
662,200402,-0.06
662,200403,1.03
662,200404,0.29
662,200405,1.03
662,200406,0.88
662,200407,0.32
662,200408,0.36
662,200409,0.9
662,200410,0.37
662,200411,0.7
662,200412,1.07
664,200401,-0.62
664,200402,-0.36
664,200403,2.23
664,200404,-1.18
664,200405,0.36
664,200406,0.9
664,200407,-0.21
664,200408,0.3
664,200409,0.34
664,200410,-0.77
664,200411,1.88
664,200412,1.85
665,200401,0.44
665,200402,0.11
665,200403,0.81
665,200404,0.14
665,200405,0.03
665,200406,1.31
665,200407,-0.19
665,200408,0.99
665,200409,0.83
665,200410,0.43
665,200411,1.37
665,200412,2.52
666,200401,1.37
666,200402,0.78
666,200403,0.66
666,200404,0.09
666,200405,0.43
666,200406,1.36
666,200407,-0.67
666,200408,0.08
666,200409,1.2
666,200410,-0.12
666,200411,1.22
666,200412,1.72
667,200401,0.73
667,200402,-0.13
667,200403,0.75
667,200404,0.23
667,200405,0.75
667,200406,0.95
667,200407,-0.56
667,200408,0.2
667,200409,0.47
667,200410,0.49
667,200411,1.71
667,200412,1.8
671,200401,0.35
671,200402,-0.39
671,200403,0.44
671,200404,-0.52
671,200405,1.14
671,200406,1.75
671,200407,-0.33
671,200408,0.08
671,200409,1.0
671,200410,0.13
671,200411,1.4
671,200412,2.04
729,200401,0.65
729,200402,0.32
729,200403,0.71
729,200404,0.3
729,200405,0.59
729,200406,1.06
729,200407,-0.01
729,200408,0.4
729,200409,0.91
729,200410,0.1
729,200411,1.31
729,200412,1.89
1032,200409,
1032,200410,0.0
1032,200411,0.52
1032,200412,0.86
131,200501,1.05
131,200502,0.66
131,200503,0.3
131,200504,0.53
131,200505,1.03
131,200506,0.32
131,200507,0.94
131,200508,1.84
131,200509,0.94
131,200510,0.23
131,200511,0.5
131,200512,0.25
141,200501,1.1
141,200502,0.88
141,200503,0.15
141,200504,1.14
141,200505,1.14
141,200506,-0.01
141,200507,1.5
141,200508,1.88
141,200509,1.55
141,200510,0.32
141,200511,0.47
141,200512,0.63
156,200501,1.06
156,200502,0.57
156,200503,0.37
156,200504,0.58
156,200505,1.23
156,200506,0.33
156,200507,0.93
156,200508,1.84
156,200509,0.94
156,200510,0.25
156,200511,-1.12
156,200512,-0.09
162,200501,1.41
162,200502,0.14
162,200503,0.21
162,200504,1.5
162,200505,1.49
162,200506,-0.12
162,200507,1.7
162,200508,1.64
162,200509,1.75
162,200510,0.54
162,200511,0.4
162,200512,0.74
163,200501,1.45
163,200502,1.74
163,200503,0.74
163,200504,0.73
163,200505,0.4
163,200506,0.16
163,200507,2.1
163,200508,1.89
163,200509,1.03
163,200510,0.3
163,200511,0.87
163,200512,0.04
164,200501,0.95
164,200502,0.31
164,200503,0.47
164,200504,1.2
164,200505,1.21
164,200506,0.19
164,200507,1.25
164,200508,1.65
164,200509,0.96
164,200510,0.33
164,200511,-0.02
164,200512,-0.27
165,200501,1.32
165,200502,0.8
165,200503,0.39
165,200504,1.23
165,200505,1.01
165,200506,-0.17
165,200507,1.87
165,200508,1.67
165,200509,1.47
165,200510,0.36
165,200511,0.47
165,200512,1.0
166,200501,1.1
166,200502,0.05
166,200503,0.56
166,200504,1.74
166,200505,1.1
166,200506,0.61
166,200507,1.64
166,200508,1.95
166,200509,0.98
166,200510,0.92
166,200511,0.27
166,200512,0.14
167,200501,0.68
167,200502,0.36
167,200503,0.32
167,200504,1.38
167,200505,1.28
167,200506,-0.09
167,200507,1.99
167,200508,1.58
167,200509,1.41
167,200510,0.46
167,200511,-0.07
167,200512,0.89
168,200501,1.11
168,200502,0.53
168,200503,0.41
168,200504,0.98
168,200505,1.11
168,200506,-0.15
168,200507,1.66
168,200508,1.66
168,200509,1.32
168,200510,0.54
168,200511,0.55
168,200512,0.47
169,200501,1.1
169,200502,0.24
169,200503,0.26
169,200504,0.64
169,200505,1.1
169,200506,0.11
169,200507,1.72
169,200508,1.42
169,200509,1.16
169,200510,-0.03
169,200511,0.61
169,200512,0.59
170,200501,1.29
170,200502,0.5
170,200503,0.21
170,200504,1.13
170,200505,1.21
170,200506,-0.07
170,200507,1.44
170,200508,1.69
170,200509,1.28
170,200510,0.45
170,200511,0.63
170,200512,0.69
171,200501,1.06
171,200502,0.11
171,200503,0.36
171,200504,0.69
171,200505,1.15
171,200506,0.06
171,200507,1.65
171,200508,1.63
171,200509,1.22
171,200510,0.08
171,200511,0.81
171,200512,0.36
172,200501,1.14
172,200502,0.66
172,200503,0.31
172,200504,0.85
172,200505,1.16
172,200506,0.03
172,200507,1.25
172,200508,1.92
172,200509,1.29
172,200510,0.34
172,200511,0.41
172,200512,0.21
180,200501,0.86
180,200502,0.59
180,200503,0.54
180,200504,0.68
180,200505,1.64
180,200506,-0.72
180,200507,1.17
180,200508,1.76
180,200509,1.51
180,200510,1.56
180,200511,0.03
180,200512,1.02
209,200501,0.86
209,200502,0.59
209,200503,0.31
209,200504,0.65
209,200505,1.21
209,200506,0.43
209,200507,1.75
209,200508,1.52
209,200509,1.51
209,200510,0.06
209,200511,0.78
209,200512,0.35
214,200501,1.25
214,200502,0.58
214,200503,0.45
214,200504,1.86
214,200505,1.16
214,200506,-0.33
214,200507,1.38
214,200508,1.83
214,200509,1.73
214,200510,0.45
214,200511,0.53
214,200512,0.56
657,200501,1.5
657,200502,0.99
657,200503,0.24
657,200504,0.57
657,200505,1.01
657,200506,0.12
657,200507,1.08
657,200508,1.7
657,200509,1.03
657,200510,0.14
657,200511,-0.42
657,200512,-0.54
659,200501,2.41
659,200502,1.46
659,200503,-0.11
659,200504,1.78
659,200505,1.89
659,200506,-1.02
659,200507,1.99
659,200508,2.44
659,200509,1.81
659,200510,0.04
659,200511,-0.16
659,200512,0.5
660,200501,0.0
660,200502,0.0
660,200503,0.0
660,200504,0.0
660,200505,0.0
660,200506,0.0
660,200507,0.0
660,200508,0.0
660,200509,0.0
660,200510,0.0
660,200511,0.0
660,200512,0.0
661,200501,1.54
661,200502,0.53
661,200503,0.29
661,200504,1.03
661,200505,0.95
661,200506,0.08
661,200507,1.13
661,200508,1.51
661,200509,0.94
661,200510,0.0
661,200511,-0.25
661,200512,-0.85
662,200501,2.11
662,200502,1.18
662,200503,0.24
662,200504,1.47
662,200505,1.26
662,200506,-0.31
662,200507,2.13
662,200508,1.88
662,200509,1.81
662,200510,-0.26
662,200511,-0.42
662,200512,0.26
664,200501,1.24
664,200502,1.38
664,200503,0.71
664,200504,0.82
664,200505,1.43
664,200506,-0.27
664,200507,1.61
664,200508,2.03
664,200509,1.71
664,200510,0.03
664,200511,-0.47
664,200512,-0.36
665,200501,2.01
665,200502,1.38
665,200503,0.13
665,200504,1.55
665,200505,1.18
665,200506,-0.89
665,200507,3.06
665,200508,1.95
665,200509,1.21
665,200510,0.51
665,200511,0.05
665,200512,0.28
666,200501,1.68
666,200502,0.68
666,200503,-0.12
666,200504,0.91
666,200505,0.81
666,200506,-0.32
666,200507,1.91
666,200508,1.53
666,200509,2.08
666,200510,-0.03
666,200511,-0.04
666,200512,0.03
667,200501,1.93
667,200502,1.39
667,200503,-0.07
667,200504,2.54
667,200505,1.77
667,200506,-0.92
667,200507,2.76
667,200508,1.94
667,200509,2.08
667,200510,0.33
667,200511,0.52
667,200512,0.85
669,200502,
669,200503,
669,200504,
669,200508,2.23
669,200509,0.7
669,200510,0.35
669,200511,-0.4
669,200512,0.58
670,200501,0.0
670,200502,0.0
670,200503,0.0
670,200504,0.0
670,200505,0.0
670,200506,0.0
670,200507,0.0
670,200508,0.0
670,200509,0.78
670,200510,0.16
670,200511,-0.05
670,200512,0.85
671,200501,1.16
671,200502,1.1
671,200503,-0.01
671,200504,0.98
671,200505,1.73
671,200506,-1.06
671,200507,1.8
671,200508,1.89
671,200509,1.71
671,200510,0.21
671,200511,-0.01
671,200512,-0.05
729,200501,1.42
729,200502,1.27
729,200503,0.03
729,200504,1.38
729,200505,1.42
729,200506,-0.54
729,200507,1.53
729,200508,1.89
729,200509,1.69
729,200510,0.19
729,200511,0.59
729,200512,0.95
1032,200501,2.89
1032,200502,1.29
1032,200503,0.91
1032,200504,0.77
1032,200505,0.27
1032,200506,4.88
1032,200507,1.37
1032,200508,0.41
1032,200509,0.62
1032,200510,0.78
1032,200511,-0.02
1032,200512,0.01
1142,200512,0.0
131,200601,1.38
131,200602,-0.28
131,200603,0.45
131,200604,1.19
131,200605,-0.08
131,200606,-0.43
131,200607,0.7
131,200608,0.73
131,200609,0.39
131,200610,0.92
131,200611,0.53
131,200612,0.03
162,200601,1.37
162,200602,-0.33
162,200603,0.75
162,200604,1.32
162,200605,0.65
162,200606,-1.26
162,200607,0.84
162,200608,0.68
162,200609,0.28
162,200610,1.57
162,200611,0.77
162,200612,0.46
163,200601,1.12
163,200602,-0.17
163,200603,1.9
163,200604,1.24
163,200605,0.61
163,200606,-0.31
163,200607,0.39
163,200608,-0.05
163,200609,-0.14
163,200610,0.86
163,200611,1.56
163,200612,-0.06
164,200601,0.79
164,200602,0.07
164,200603,0.78
164,200604,0.84
164,200605,0.25
164,200606,-0.06
164,200607,0.41
164,200608,0.62
164,200609,0.25
164,200610,0.4
164,200611,0.36
164,200612,0.06
166,200601,0.81
166,200602,0.05
166,200603,0.6
166,200604,0.34
166,200605,1.08
166,200606,-0.9
166,200607,-0.03
166,200608,0.62
166,200609,-0.49
166,200610,0.84
166,200611,0.33
166,200612,0.07
168,200601,1.07
168,200602,-0.14
168,200603,0.97
168,200604,1.03
168,200605,0.76
168,200606,-0.85
168,200607,0.53
168,200608,0.81
168,200609,0.36
168,200610,0.98
168,200611,0.64
168,200612,0.18
170,200601,1.03
170,200602,-0.07
170,200603,0.81
170,200604,1.28
170,200605,0.45
170,200606,-1.04
170,200607,0.51
170,200608,0.66
170,200609,0.47
170,200610,1.26
170,200611,0.78
170,200612,0.14
171,200601,0.84
171,200602,0.05
171,200603,0.79
171,200604,1.26
171,200605,0.39
171,200606,-0.94
171,200607,0.74
171,200608,0.85
171,200609,0.6
171,200610,1.08
171,200611,0.38
171,200612,0.09
180,200601,1.11
180,200602,0.77
180,200603,1.09
180,200604,1.62
180,200605,1.05
180,200606,-1.51
180,200607,0.28
180,200608,0.78
180,200609,0.47
180,200610,2.15
180,200611,1.02
180,200612,-0.25
209,200601,0.94
209,200602,-0.42
209,200603,0.94
209,200604,1.68
209,200605,0.28
209,200606,-1.49
209,200607,0.56
209,200608,0.62
209,200609,1.08
209,200610,1.81
209,200611,1.25
209,200612,0.14
214,200601,1.32
214,200602,-0.23
214,200603,0.8
214,200604,1.4
214,200605,0.33
214,200606,-0.94
214,200607,0.8
214,200608,0.84
214,200609,0.54
214,200610,1.42
214,200611,0.97
214,200612,0.15
657,200601,1.26
657,200602,-0.38
657,200603,0.7
657,200604,1.34
657,200605,-0.59
657,200606,-0.79
657,200607,0.69
657,200608,0.63
657,200609,0.23
657,200610,1.33
657,200611,0.58
657,200612,0.08
659,200601,1.43
659,200602,-0.45
659,200603,0.12
659,200604,1.9
659,200605,-0.17
659,200606,-1.6
659,200607,1.2
659,200608,0.55
659,200609,0.7
659,200610,2.62
659,200611,1.04
659,200612,-0.06
660,200601,0.0
660,200602,0.0
660,200603,0.0
660,200604,0.0
660,200605,0.0
660,200606,0.0
660,200607,0.0
660,200608,0.0
660,200609,0.0
660,200610,0.0
660,200611,0.0
660,200612,0.0
661,200601,1.14
661,200602,-0.28
661,200603,0.49
661,200604,1.06
661,200605,0.37
661,200606,-0.21
661,200607,0.73
661,200608,0.39
661,200609,0.06
661,200610,0.82
661,200611,0.58
661,200612,0.26
662,200601,1.21
662,200602,-0.04
662,200603,0.1
662,200604,1.95
662,200605,0.23
662,200606,-1.19
662,200607,0.94
662,200608,0.67
662,200609,0.42
662,200610,1.65
662,200611,0.88
662,200612,0.0
665,200601,1.87
665,200602,-0.27
665,200603,0.89
665,200604,1.47
665,200605,0.24
665,200606,-1.92
665,200607,0.58
665,200608,1.06
665,200609,0.43
665,200610,2.22
665,200611,1.4
665,200612,-0.03
667,200601,1.41
667,200602,-1.01
667,200603,0.56
667,200604,2.37
667,200605,-0.58
667,200606,-2.26
667,200607,0.96
667,200608,0.41
667,200609,0.6
667,200610,2.43
667,200611,1.13
667,200612,-0.12
670,200601,4.65
670,200602,-0.49
670,200603,2.19
670,200604,6.84
670,200605,2.98
670,200606,-0.9
670,200607,3.77
670,200608,1.73
670,200609,1.07
670,200610,3.99
670,200611,2.14
670,200612,0.55
671,200601,1.31
671,200602,-0.67
671,200603,0.29
671,200604,2.33
671,200605,-0.47
671,200606,-1.36
671,200607,1.44
671,200608,0.35
671,200609,0.99
671,200610,2.72
671,200611,0.95
671,200612,0.44
1032,200601,3.27
1032,200602,0.27
1032,200603,1.35
1032,200604,0.76
1032,200605,1.84
1032,200606,-1.55
1032,200607,0.03
1032,200608,0.9
1032,200609,0.11
1032,200610,2.93
1032,200611,2.14
1032,200612,-0.27
1142,200601,-0.19
1142,200602,-0.1
1142,200603,0.76
1142,200604,1.49
1142,200605,0.52
1142,200606,0.23
1142,200607,1.4
1142,200608,1.18
1142,200609,0.63
1142,200610,0.83
1142,200611,2.54
1142,200612,-0.81
1177,200603,0.0
1177,200604,-0.52
1177,200605,3.14
1177,200606,-2.58
1177,200607,0.47
1177,200608,0.87
1177,200609,1.57
1177,200610,2.91
1177,200611,1.95
1177,200612,0.71
131,200701,1.4
131,200702,0.3
131,200703,0.32
131,200704,1.91
131,200705,2.27
131,200706,0.75
131,200707,0.29
131,200708,-1.06
131,200709,1.29
131,200710,1.89
131,200711,-1.71
131,200712,0.6
162,200701,1.76
162,200702,0.72
162,200703,0.3
162,200704,2.4
162,200705,2.18
162,200706,0.54
162,200707,0.17
162,200708,-1.73
162,200709,2.12
162,200710,2.27
162,200711,-1.58
162,200712,0.55
163,200701,1.54
163,200702,0.82
163,200703,0.2
163,200704,1.78
163,200705,1.54
163,200706,0.69
163,200707,1.78
163,200708,-2.35
163,200709,0.4
163,200710,0.76
163,200711,-2.34
163,200712,-0.39
164,200701,1.29
164,200702,0.65
164,200703,0.0
164,200704,1.44
164,200705,1.97
164,200706,0.38
164,200707,0.07
164,200708,-0.69
164,200709,1.2
164,200710,1.36
164,200711,-0.17
164,200712,0.8
166,200701,1.06
166,200702,1.66
166,200703,-0.22
166,200704,0.76
166,200705,2.42
166,200706,0.58
166,200707,0.17
166,200708,-1.96
166,200709,1.11
166,200710,1.45
166,200711,-0.66
166,200712,0.24
168,200701,1.37
168,200702,0.72
168,200703,0.14
168,200704,1.59
168,200705,2.44
168,200706,0.58
168,200707,0.26
168,200708,-1.93
168,200709,1.28
168,200710,1.68
168,200711,-1.63
168,200712,0.37
170,200701,1.49
170,200702,0.7
170,200703,0.31
170,200704,2.05
170,200705,2.21
170,200706,0.62
170,200707,0.01
170,200708,-1.63
170,200709,1.38
170,200710,1.85
170,200711,-1.36
170,200712,0.32
171,200701,1.13
171,200702,0.6
171,200703,0.38
171,200704,1.59
171,200705,1.91
171,200706,0.65
171,200707,0.64
171,200708,-1.0
171,200709,2.01
171,200710,1.57
171,200711,-1.09
171,200712,0.49
180,200701,1.78
180,200702,0.27
180,200703,0.49
180,200704,3.52
180,200705,2.15
180,200706,0.08
180,200707,-1.34
180,200708,-2.34
180,200709,1.35
180,200710,2.61
180,200711,-1.88
180,200712,-0.12
209,200701,1.4
209,200702,1.03
209,200703,0.15
209,200704,1.84
209,200705,2.47
209,200706,0.0
209,200707,0.11
209,200708,-1.69
209,200709,1.71
209,200710,2.46
209,200711,-1.28
209,200712,0.64
214,200701,1.42
214,200702,0.6
214,200703,0.51
214,200704,1.72
214,200705,2.09
214,200706,0.63
214,200707,0.28
214,200708,-1.63
214,200709,1.72
214,200710,1.73
214,200711,-1.23
214,200712,0.33
657,200701,1.51
657,200702,0.41
657,200703,0.15
657,200704,2.15
657,200705,2.67
657,200706,0.96
657,200707,-0.05
657,200708,-1.71
657,200709,0.65
657,200710,1.88
657,200711,-1.69
657,200712,0.48
659,200701,2.31
659,200702,0.89
659,200703,0.69
659,200704,3.33
659,200705,2.39
659,200706,-0.25
659,200707,-0.75
659,200708,-2.74
659,200709,2.37
659,200710,3.22
659,200711,-1.51
659,200712,0.68
660,200701,2.52
660,200702,1.54
660,200703,0.49
660,200704,2.64
660,200705,0.3
660,200706,0.18
660,200707,0.04
660,200708,-0.35
660,200709,0.4
660,200710,1.15
660,200711,-0.85
660,200712,-0.33
661,200701,1.35
661,200702,0.87
661,200703,-0.08
661,200704,1.39
661,200705,1.89
661,200706,-0.45
661,200707,-1.03
661,200708,-0.05
661,200709,0.59
661,200710,1.21
661,200711,0.54
661,200712,0.26
662,200701,1.55
662,200702,0.69
662,200703,0.19
662,200704,2.05
662,200705,2.04
662,200706,0.32
662,200707,-0.37
662,200708,-2.25
662,200709,1.5
662,200710,2.06
662,200711,-1.31
662,200712,0.25
665,200701,2.21
665,200702,0.63
665,200703,0.34
665,200704,2.13
665,200705,2.84
665,200706,0.52
665,200707,-0.33
665,200708,-3.19
665,200709,0.86
665,200710,2.34
665,200711,-2.19
665,200712,-0.17
667,200701,1.95
667,200702,0.2
667,200703,0.54
667,200704,3.19
667,200705,2.1
667,200706,-0.62
667,200707,-0.52
667,200708,-2.72
667,200709,2.34
667,200710,2.48
667,200711,-2.0
667,200712,0.01
670,200701,2.96
670,200702,1.23
670,200703,2.46
670,200704,5.75
670,200705,2.42
670,200706,0.66
670,200707,-3.23
670,200708,-2.25
670,200709,1.78
670,200710,4.15
670,200711,-2.17
670,200712,0.19
671,200701,1.48
671,200702,1.24
671,200703,0.77
671,200704,2.0
671,200705,2.14
671,200706,-0.68
671,200707,-0.95
671,200708,0.01
671,200709,1.69
671,200710,3.29
671,200711,-1.15
671,200712,0.5
1032,200701,3.49
1032,200702,2.18
1032,200703,0.22
1032,200704,1.37
1032,200705,1.8
1032,200706,1.87
1032,200707,0.83
1032,200708,-2.23
1032,200709,0.21
1032,200710,1.84
1032,200711,-2.38
1032,200712,-1.09
1142,200701,1.12
1142,200702,0.46
1142,200703,1.14
1142,200704,1.22
1142,200705,3.64
1142,200706,0.5
1142,200707,-0.64
1142,200708,-0.32
1142,200709,0.49
1142,200710,2.26
1142,200711,-1.19
1142,200712,-0.02
1177,200701,3.81
1177,200702,1.88
1177,200703,0.2
1177,200704,1.15
1177,200705,1.83
1177,200706,1.94
1177,200707,0.62
1177,200708,-2.33
1177,200709,-0.43
1177,200710,2.01
1177,200711,-3.37
1177,200712,-1.53
1286,200712,-0.85
131,200801,-2.37
131,200802,1.45
131,200803,-1.88
131,200804,1.85
131,200805,1.23
131,200806,-0.1
131,200807,-1.16
131,200808,0.45
131,200809,-3.12
131,200810,-5.06
131,200811,-1.46
131,200812,0.12
162,200801,-3.01
162,200802,1.3
162,200803,-2.15
162,200804,1.99
162,200805,1.28
162,200806,-0.09
162,200807,-0.61
162,200808,0.37
162,200809,-3.18
162,200810,-4.21
162,200811,-1.61
162,200812,0.11
163,200801,-2.04
163,200802,0.84
163,200803,-2.6
163,200804,0.81
163,200805,1.24
163,200806,-1.04
163,200807,-1.68
163,200808,-0.2
163,200809,-4.42
163,200810,-6.94
163,200811,-3.63
163,200812,-3.13
164,200801,-1.3
164,200802,1.42
164,200803,-1.11
164,200804,1.96
164,200805,1.41
164,200806,0.09
164,200807,-0.49
164,200808,0.62
164,200809,-3.59
164,200810,-5.5
164,200811,-1.56
164,200812,1.01
166,200801,-1.66
166,200802,1.26
166,200803,-1.69
166,200804,1.36
166,200805,1.65
166,200806,-0.37
166,200807,-0.47
166,200808,0.32
166,200809,-3.38
166,200810,-5.54
166,200811,-1.0
166,200812,0.34
168,200801,-2.11
168,200802,0.79
168,200803,-2.12
168,200804,1.6
168,200805,1.3
168,200806,-0.38
168,200807,-0.28
168,200808,0.6
168,200809,-4.44
168,200810,-5.42
168,200811,-2.73
168,200812,0.1
170,200801,-2.17
170,200802,1.2
170,200803,-1.77
170,200804,1.44
170,200805,1.47
170,200806,-0.52
170,200807,-0.68
170,200808,0.04
170,200809,-3.68
170,200810,-6.82
170,200811,-1.76
170,200812,0.35
171,200801,-1.84
171,200802,1.02
171,200803,-1.7
171,200804,1.58
171,200805,1.4
171,200806,-0.45
171,200807,-0.36
171,200808,0.68
171,200809,-2.97
171,200810,-4.63
171,200811,-0.9
171,200812,0.26
180,200801,-2.94
180,200802,1.25
180,200803,-2.61
180,200804,2.28
180,200805,0.93
180,200806,-1.34
180,200807,-0.53
180,200808,0.28
180,200809,-3.33
180,200810,-4.59
180,200811,-1.13
180,200812,1.09
209,200801,-2.07
209,200802,1.21
209,200803,-3.44
209,200804,1.98
209,200805,2.23
209,200806,-1.32
209,200807,-1.23
209,200808,-0.15
209,200809,-5.2
209,200810,-8.74
209,200811,-3.56
209,200812,-1.34
214,200801,-1.99
214,200802,1.26
214,200803,-1.96
214,200804,1.69
214,200805,1.31
214,200806,-0.51
214,200807,-0.7
214,200808,0.54
214,200809,-3.88
214,200810,-6.07
214,200811,-1.61
214,200812,-0.1
657,200801,-2.63
657,200802,1.79
657,200803,-2.05
657,200804,1.52
657,200805,1.11
657,200806,-0.06
657,200807,-0.86
657,200808,0.07
657,200809,-4.26
657,200810,-6.52
657,200811,-2.15
657,200812,1.98
659,200801,-2.62
659,200802,2.25
659,200803,-2.44
659,200804,2.62
659,200805,1.5
659,200806,-0.63
659,200807,-0.83
659,200808,-0.28
659,200809,-3.85
659,200810,-5.92
659,200811,-0.44
659,200812,2.88
660,200801,-0.89
660,200802,0.6
660,200803,-0.42
660,200804,1.98
660,200805,1.67
660,200806,0.1
660,200807,-1.32
660,200808,1.84
660,200809,0.52
660,200810,1.18
660,200811,0.92
660,200812,3.08
661,200801,0.24
661,200802,2.07
661,200803,-0.81
661,200804,2.27
661,200805,0.86
661,200806,0.44
661,200807,-0.25
661,200808,0.0
661,200809,-3.99
661,200810,-6.62
661,200811,-0.4
661,200812,0.63
662,200801,-1.77
662,200802,1.5
662,200803,-1.78
662,200804,1.7
662,200805,0.99
662,200806,-0.46
662,200807,-0.99
662,200808,0.33
662,200809,-4.97
662,200810,-6.82
662,200811,-1.68
662,200812,1.46
665,200801,-2.77
665,200802,1.29
665,200803,-2.34
665,200804,1.93
665,200805,1.33
665,200806,-1.0
665,200807,-0.72
665,200808,0.29
665,200809,-5.54
665,200810,-7.73
665,200811,-2.2
665,200812,1.57
667,200801,-2.9
667,200802,2.05
667,200803,-2.44
667,200804,2.2
667,200805,1.37
667,200806,-0.31
667,200807,-1.22
667,200808,-0.07
667,200809,-5.09
667,200810,-5.39
667,200811,-0.25
667,200812,2.61
670,200801,-3.39
670,200802,1.9
670,200803,-3.11
670,200804,2.78
670,200805,1.16
670,200806,-1.36
670,200807,-2.03
670,200808,-0.21
670,200809,-5.09
670,200810,-7.01
670,200811,-1.07
670,200812,2.43
671,200801,-1.71
671,200802,1.95
671,200803,-3.49
671,200804,2.89
671,200805,1.98
671,200806,-0.49
671,200807,-1.05
671,200808,-0.13
671,200809,-5.78
671,200810,-11.17
671,200811,-0.33
671,200812,0.05
1032,200801,-3.31
1032,200802,-0.3
1032,200803,-5.2
1032,200804,-0.22
1032,200805,-1.69
1032,200806,-2.14
1032,200807,0.56
1032,200808,0.96
1032,200809,-6.35
1032,200810,-6.35
1032,200811,-3.61
1032,200812,-2.37
1142,200801,-1.21
1142,200802,0.71
1142,200803,-2.67
1142,200804,2.0
1142,200805,1.54
1142,200806,-1.91
1142,200807,-0.45
1142,200808,0.63
1142,200809,-4.48
1142,200810,-9.11
1142,200811,-2.44
1142,200812,-3.57
1177,200801,-3.27
1177,200802,0.24
1177,200803,-5.28
1177,200804,-0.97
1177,200805,-2.57
1177,200806,-2.51
1177,200807,0.77
1177,200808,0.25
1177,200809,-6.3
1177,200810,-6.38
1177,200811,-3.23
1177,200812,-0.6
1286,200801,-1.6
1286,200802,1.63
1286,200803,-2.48
1286,200804,1.96
1286,200805,1.6
1286,200806,-2.61
1286,200807,-0.82
1286,200808,0.47
1286,200809,-6.98
1286,200810,-11.98
1286,200811,-2.04
1286,200812,-5.61
1307,200804,0.0
1307,200805,0.0
1307,200806,0.0
1307,200807,0.0
1307,200808,0.0
1307,200809,-0.36
1307,200810,0.09
1307,200811,1.36
1307,200812,1.61
1308,200804,0.0
1308,200805,0.0
1308,200806,0.0
1308,200807,0.0
1308,200808,0.0
1308,200809,0.0
1308,200810,-0.12
1308,200811,0.32
1308,200812,0.26
1328,200807,0.0
1328,200808,0.0
1328,200809,0.36
1328,200810,0.28
1328,200811,0.56
1328,200812,1.49
1329,200807,0.0
1329,200808,0.0
1329,200809,0.12
1329,200810,0.0
1329,200811,0.04
1329,200812,0.27
131,200901,2.75
131,200902,0.13
131,200903,2.77
131,200904,2.97
131,200905,1.26
131,200906,1.88
131,200907,2.93
131,200908,1.01
131,200909,1.84
131,200910,0.82
131,200911,1.75
131,200912,0.79
162,200901,2.69
162,200902,0.36
162,200903,2.38
162,200904,2.26
162,200905,1.23
162,200906,1.57
162,200907,2.59
162,200908,1.61
162,200909,1.57
162,200910,1.0
162,200911,2.02
162,200912,0.35
163,200901,4.3
163,200902,1.32
163,200903,1.95
163,200904,3.3
163,200905,2.38
163,200906,1.45
163,200907,2.64
163,200908,1.41
163,200909,1.09
163,200910,1.25
163,200911,2.22
163,200912,0.75
164,200901,3.0
164,200902,0.48
164,200903,3.12
164,200904,4.03
164,200905,2.13
164,200906,1.61
164,200907,3.14
164,200908,1.6
164,200909,1.89
164,200910,1.3
164,200911,1.54
164,200912,1.15
166,200901,3.23
166,200902,0.02
166,200903,3.09
166,200904,3.65
166,200905,1.48
166,200906,1.75
166,200907,2.84
166,200908,1.04
166,200909,1.87
166,200910,0.84
166,200911,1.69
166,200912,0.92
168,200901,3.52
168,200902,0.35
168,200903,2.43
168,200904,3.37
168,200905,1.85
168,200906,1.84
168,200907,2.46
168,200908,1.85
168,200909,1.74
168,200910,1.18
168,200911,1.88
168,200912,0.7
170,200901,3.84
170,200902,0.4
170,200903,3.25
170,200904,4.33
170,200905,2.35
170,200906,2.28
170,200907,3.14
170,200908,2.06
170,200909,1.53
170,200910,1.57
170,200911,1.57
170,200912,0.93
171,200901,2.36
171,200902,0.26
171,200903,2.95
171,200904,3.75
171,200905,1.95
171,200906,1.63
171,200907,2.82
171,200908,1.63
171,200909,2.0
171,200910,1.15
171,200911,1.47
171,200912,1.02
180,200901,2.04
180,200902,0.55
180,200903,2.37
180,200904,2.43
180,200905,1.3
180,200906,1.37
180,200907,3.17
180,200908,0.98
180,200909,1.63
180,200910,1.4
180,200911,2.13
180,200912,1.98
209,200901,4.0
209,200902,0.43
209,200903,2.81
209,200904,3.56
209,200905,1.97
209,200906,2.52
209,200907,2.19
209,200908,1.59
209,200909,1.42
209,200910,1.14
209,200911,1.8
209,200912,0.67
214,200901,3.82
214,200902,0.34
214,200903,3.17
214,200904,4.34
214,200905,2.05
214,200906,2.0
214,200907,2.97
214,200908,1.78
214,200909,1.8
214,200910,1.36
214,200911,1.66
214,200912,1.11
657,200901,4.59
657,200902,-0.32
657,200903,4.77
657,200904,3.98
657,200905,1.81
657,200906,2.19
657,200907,2.81
657,200908,0.79
657,200909,1.6
657,200910,1.27
657,200911,1.95
657,200912,0.42
